Case_ID,Suspect_ID,First_Name,Middle_Name,Last_Name,Alias,Sex,Race,Nationality,Date_of_Birth,Age,Height_cm,Weight_kg,Eye_Color,Hair_Color,Skin_Tone,Blood_Type,Dominant_Hand,Scars,Tattoos,Facial_Hair,Occupation,Marital_Status,Address,City,Province,Postal_Code,Phone_Number,Crime_Type,Crime_Severity,Case_Status,Officer_Assigned,Evidence_Count,Fingerprint_Match,DNA_Match,Arrest_Date,Case_Open_Date,Case_Close_Date,Sentence_Years,Mugshot_ID,Notes
C100816,S200816,Arjun,,Martin,,Female,Middle Eastern,Canadian,1992-08-05,34,171,120,Brown,Brown,Dark,AB+,Right,None,Tribal,None,Unknown,Single,660 Main St,Mississauga,Ontario,L13A2,555-8638,Vandalism,3,Under Investigation,L. Chen,10,No,No,2025-12-13,2025-12-05,,6,MG300816,Synthetic training record
C100817,S200817,Aiden,,Wilson,,Male,White,Canadian,1976-03-16,50,183,75,Blue,Red,Medium,A-,Left,None,Rose,None,Unknown,Single,309 Main St,Mississauga,Ontario,L90A0,555-1512,Assault,4,Open,J. Carter,15,No,Yes,2024-07-08,2024-07-02,,15,MG300817,Synthetic training record
C100818,S200818,Priya,,Wilson,,Male,White,Canadian,1966-12-14,60,157,88,Green,Red,Dark,A+,Left,None,Tribal,Mustache,Unknown,Single,655 Main St,Brampton,Ontario,L28A8,555-4788,Cybercrime,3,Open,S. Patel,22,No,Yes,2024-11-06,2024-11-01,,7,MG300818,Synthetic training record
C100819,S200819,Arjun,,Chen,,Male,Indigenous,Canadian,1972-07-20,54,170,115,Green,Red,Medium,B+,Left,None,Tribal,Beard,Unknown,Single,959 Main St,Hamilton,Ontario,L26A0,555-5114,Robbery,3,Open,M. Singh,12,Yes,No,2026-03-31,2026-03-26,,6,MG300819,Synthetic training record
C100820,S200820,Amelia,,Brown,,Female,White,Canadian,2005-06-04,21,190,112,Hazel,Brown,Light,A+,Right,Forearm scar,Dragon,Mustache,Unknown,Married,160 Main St,Brampton,Ontario,L46A8,555-6427,Robbery,1,Closed,J. Carter,10,No,Yes,2024-09-01,2024-09-01,2024-10-13,19,MG300820,Synthetic training record
C100821,S200821,Olivia,,Brown,,Female,East Asian,Canadian,1982-09-28,44,164,57,Green,Blonde,Light,AB+,Right,Forearm scar,None,None,Unknown,Single,309 Main St,Ottawa,Ontario,L17A7,555-7673,Assault,4,Open,J. Carter,16,Yes,Yes,2024-01-31,2024-01-27,,7,MG300821,Synthetic training record
C100822,S200822,Mia,,Chen,,Male,Indigenous,Canadian,1977-05-02,49,170,79,Brown,Gray,Dark,AB+,Left,None,None,Mustache,Unknown,Single,12 Main St,London,Ontario,L59A5,555-4408,Fraud,3,Under Investigation,S. Patel,6,Yes,No,2026-03-21,2026-03-16,,14,MG300822,Synthetic training record
C100823,S200823,Noah,,Brown,,Female,Latino,Canadian,1978-03-25,48,162,91,Blue,Blonde,Medium,AB+,Right,Small scar,Tribal,None,Unknown,Single,727 Main St,Ottawa,Ontario,L64A7,555-7902,Fraud,5,Under Investigation,J. Carter,10,No,No,2025-12-23,2025-12-20,,15,MG300823,Synthetic training record
C100824,S200824,Mason,,Singh,,Male,Black,Canadian,1985-02-20,41,191,106,Brown,Brown,Dark,B+,Left,None,Rose,Beard,Unknown,Single,620 Main St,Mississauga,Ontario,L60A6,555-3532,Assault,5,Under Investigation,L. Chen,18,Yes,Yes,2024-09-10,2024-09-05,,1,MG300824,Synthetic training record
C100825,S200825,Sophia,,Chen,,Female,South Asian,Canadian,1970-10-04,56,160,115,Green,Gray,Dark,A-,Left,Small scar,Rose,None,Unknown,Married,485 Main St,Brampton,Ontario,L83A1,555-1003,Burglary,3,Under Investigation,J. Carter,13,No,Yes,2024-02-27,2024-02-17,,1,MG300825,Synthetic training record
C100826,S200826,Aiden,,Martin,,Male,Middle Eastern,Canadian,1980-07-24,46,183,108,Blue,Brown,Medium,B+,Left,Forearm scar,Tribal,Beard,Unknown,Married,189 Main St,Mississauga,Ontario,L56A6,555-5554,Vandalism,5,Open,S. Patel,0,No,No,2024-05-11,2024-05-03,,11,MG300826,Synthetic training record
C100827,S200827,Arjun,,Smith,,Female,Indigenous,Canadian,2003-10-05,23,189,65,Blue,Brown,Medium,B+,Right,None,Rose,Mustache,Unknown,Single,562 Main St,Brampton,Ontario,L82A8,555-1785,Fraud,4,Open,L. Chen,17,No,Yes,2024-08-18,2024-08-17,,14,MG300827,Synthetic training record
C100828,S200828,Ethan,,Williams,,Male,Middle Eastern,Canadian,1982-05-05,44,160,89,Brown,Gray,Medium,O+,Left,None,Dragon,Mustache,Unknown,Single,197 Main St,Toronto,Ontario,L74A8,555-3920,Fraud,3,Open,J. Carter,7,No,Yes,2026-02-15,2026-02-09,,1,MG300828,Synthetic training record
C100829,S200829,Param,,Williams,,Female,Black,Canadian,1961-07-20,65,193,89,Blue,Blonde,Medium,B+,Right,None,Rose,Beard,Unknown,Married,110 Main St,Ottawa,Ontario,L18A9,555-4690,Robbery,4,Open,J. Carter,4,Yes,Yes,2025-04-29,2025-04-24,,20,MG300829,Synthetic training record
C100830,S200830,Emma,,Brown,,Female,Middle Eastern,Canadian,1965-08-20,61,180,120,Blue,Blonde,Medium,B+,Left,Forearm scar,Rose,Beard,Unknown,Single,235 Main St,Brampton,Ontario,L30A1,555-1726,Robbery,3,Open,S. Patel,15,No,No,2024-05-17,2024-05-13,,14,MG300830,Synthetic training record
C100831,S200831,Mia,,Lee,,Female,Black,Canadian,2000-07-24,26,171,115,Blue,Red,Dark,O+,Left,None,Dragon,None,Unknown,Single,67 Main St,Hamilton,Ontario,L13A1,555-8267,Theft,2,Open,J. Carter,10,Yes,Yes,2026-03-08,2026-03-03,,17,MG300831,Synthetic training record
C100832,S200832,Amelia,,Lee,,Male,Indigenous,Canadian,1976-04-23,50,161,99,Hazel,Gray,Dark,AB+,Right,Forearm scar,Tribal,Mustache,Unknown,Married,101 Main St,Hamilton,Ontario,L29A7,555-7813,Fraud,3,Open,M. Singh,10,Yes,No,2024-01-21,2024-01-16,,15,MG300832,Synthetic training record
C100833,S200833,Lucas,,Williams,,Male,Middle Eastern,Canadian,1986-02-22,40,200,109,Brown,Black,Light,AB+,Right,Forearm scar,Rose,Mustache,Unknown,Married,347 Main St,London,Ontario,L22A7,,Cybercrime,3,Open,J. Carter,0,Yes,Yes,2024-09-16,2024-09-07,,12,MG300833,Synthetic training record
C100834,S200834,Param,,Johnson,,Male,Black,Canadian,1958-12-13,68,171,106,Blue,Brown,Dark,AB+,Left,Small scar,Tribal,Beard,Unknown,Married,45 Main St,Hamilton,Ontario,L69A7,555-4099,Robbery,3,Open,L. Chen,8,No,Yes,2024-07-03,2024-06-26,,17,MG300834,Synthetic training record
C100835,S200835,Emma,,Taylor,,Male,Indigenous,Canadian,1971-09-17,55,166,59,Blue,Red,Light,A-,Right,None,Dragon,Beard,Unknown,Single,68 Main St,Mississauga,Ontario,L16A1,555-4623,Assault,1,Closed,S. Patel,25,No,No,2026-03-12,2026-03-08,2026-06-14,4,MG300835,Synthetic training record
C100836,S200836,Amelia,,Chen,,Male,Indigenous,Canadian,1987-04-19,39,163,67,Hazel,Brown,Light,O+,Left,Small scar,Rose,Mustache,Unknown,Single,221 Main St,Brampton,Ontario,L44A5,555-5978,Cybercrime,1,Open,J. Carter,13,No,Yes,2025-04-22,2025-04-22,,15,MG300836,Synthetic training record
C100837,S200837,Mia,,Smith,,Female,Middle Eastern,Canadian,1961-02-28,65,177,54,Green,Red,Medium,A-,Left,Forearm scar,Tribal,None,Unknown,Single,65 Main St,London,Ontario,L50A7,555-4984,Assault,5,Closed,A. Brown,16,No,No,2024-10-07,2024-10-02,2025-03-28,15,MG300837,Synthetic training record
C100838,S200838,Olivia,,Wilson,,Female,Middle Eastern,Canadian,1973-04-08,53,178,76,Blue,Red,Light,B+,Right,Forearm scar,Tribal,None,Unknown,Single,971 Main St,Hamilton,Ontario,L83A4,555-1559,Cybercrime,4,Open,A. Brown,18,Yes,Yes,2024-12-04,2024-12-03,,16,MG300838,Synthetic training record
C100839,S200839,Priya,,Williams,,Female,White,Canadian,2006-06-06,20,181,68,Hazel,Gray,Medium,A+,Left,Forearm scar,Tribal,None,Unknown,Single,178 Main St,Brampton,Ontario,L57A5,555-1754,Vandalism,3,Closed,J. Carter,16,Yes,Yes,2024-11-10,2024-11-07,2025-04-30,14,MG300839,Synthetic training record
C100840,S200840,Mia,,Patel,,Male,East Asian,Canadian,1998-09-11,28,173,99,Hazel,Blonde,Dark,AB+,Right,Small scar,Tribal,Mustache,Unknown,Single,227 Main St,Toronto,Ontario,L73A9,555-1717,Vandalism,5,Closed,L. Chen,13,Yes,Yes,2026-03-09,2026-03-03,2026-07-28,8,MG300840,Synthetic training record
C100841,S200841,Ethan,,Patel,,Female,Latino,Canadian,1972-12-23,54,200,64,Blue,Gray,Medium,O+,Right,None,None,Beard,Unknown,Single,502 Main St,Waterloo,Ontario,L55A6,,Cybercrime,1,Under Investigation,S. Patel,4,Yes,Yes,2024-04-02,2024-03-23,,10,MG300841,Synthetic training record
C100842,S200842,Amelia,,Wilson,,Male,Latino,Canadian,2008-07-04,18,172,55,Green,Black,Dark,B+,Left,Forearm scar,None,Beard,Unknown,Married,578 Main St,Waterloo,Ontario,L26A7,555-5358,Robbery,4,Open,A. Brown,3,No,Yes,2025-01-30,2025-01-28,,19,MG300842,Synthetic training record
C100843,S200843,Mason,,Johnson,,Female,Latino,Canadian,1999-11-08,27,182,100,Green,Black,Light,O+,Right,Forearm scar,None,None,Unknown,Single,278 Main St,Waterloo,Ontario,L54A2,555-3498,Burglary,2,Closed,L. Chen,19,Yes,No,2025-11-22,2025-11-22,2026-09-01,20,MG300843,Synthetic training record
C100844,S200844,Mia,,Williams,,Female,Black,Canadian,1993-09-22,33,200,82,Green,Brown,Dark,A+,Left,None,Dragon,None,Unknown,Single,694 Main St,Mississauga,Ontario,L60A9,555-3045,Theft,5,Closed,M. Singh,3,No,No,2025-04-07,2025-03-28,2025-07-14,2,MG300844,Synthetic training record
C100845,S200845,Arjun,,Johnson,,Male,Indigenous,Canadian,2006-09-20,20,173,103,Hazel,Blonde,Medium,A-,Left,None,Dragon,None,Unknown,Married,447 Main St,Ottawa,Ontario,L55A1,555-9729,Vandalism,1,Under Investigation,M. Singh,20,No,Yes,2024-04-26,2024-04-23,,18,MG300845,Synthetic training record
C100846,S200846,Arjun,,Martin,,Female,South Asian,Canadian,1993-11-07,33,198,80,Hazel,Blonde,Light,A+,Right,Forearm scar,Rose,Beard,Unknown,Married,852 Main St,London,Ontario,L83A4,555-6898,Fraud,2,Open,S. Patel,13,No,No,2025-05-06,2025-04-26,,1,MG300846,Synthetic training record
C100847,S200847,Liam,,Chen,,Male,Latino,Canadian,2008-10-11,18,153,84,Green,Blonde,Medium,B+,Left,Forearm scar,None,Beard,Unknown,Married,738 Main St,Toronto,Ontario,L90A3,555-8113,Burglary,1,Open,J. Carter,6,No,No,2024-08-02,2024-07-23,,12,MG300847,Synthetic training record
C100848,S200848,Arjun,,Martin,,Male,White,Canadian,1985-04-12,41,176,109,Brown,Brown,Dark,A-,Right,None,Rose,Beard,Unknown,Single,562 Main St,Ottawa,Ontario,L87A4,555-7745,Theft,3,Closed,M. Singh,7,Yes,No,2026-03-02,2026-02-21,2026-10-10,7,MG300848,Synthetic training record
C100849,S200849,Lucas,,Johnson,,Female,Indigenous,Canadian,2001-11-20,25,186,50,Brown,Gray,Dark,A-,Left,Small scar,Rose,Mustache,Unknown,Married,614 Main St,London,Ontario,L10A3,555-5309,Robbery,1,Under Investigation,M. Singh,18,Yes,No,2025-03-07,2025-02-26,,3,MG300849,Synthetic training record
C100850,S200850,Noah,,Patel,,Female,Middle Eastern,Canadian,1970-05-10,56,159,103,Green,Blonde,Light,B+,Right,None,None,Mustache,Unknown,Married,255 Main St,Hamilton,Ontario,L44A2,555-2998,Assault,2,Open,A. Brown,5,No,Yes,2026-04-26,2026-04-16,,1,MG300850,Synthetic training record
C100851,S200851,Param,,Martin,,Male,Black,Canadian,1960-06-02,66,180,54,Hazel,Brown,Light,O+,Right,Forearm scar,Dragon,Beard,Unknown,Single,75 Main St,Mississauga,Ontario,L23A2,555-6266,Fraud,4,Under Investigation,L. Chen,20,No,Yes,2024-10-29,2024-10-24,,10,MG300851,Synthetic training record
C100852,S200852,Mason,,Brown,,Male,Black,Canadian,1967-07-04,59,174,98,Brown,Red,Medium,A+,Right,Forearm scar,None,Beard,Unknown,Married,636 Main St,Toronto,Ontario,L78A2,555-8826,Robbery,3,Open,J. Carter,3,No,No,2025-10-08,2025-09-29,,7,MG300852,Synthetic training record
C100853,S200853,Param,,Singh,,Female,White,Canadian,1998-04-05,28,175,89,Blue,Gray,Dark,A+,Left,Small scar,Tribal,None,Unknown,Married,382 Main St,Hamilton,Ontario,L51A8,555-3234,Cybercrime,5,Under Investigation,S. Patel,13,No,No,2025-05-12,2025-05-02,,2,MG300853,Synthetic training record
C100854,S200854,Noah,,Martin,,Male,Middle Eastern,Canadian,1987-06-25,39,162,87,Hazel,Blonde,Dark,AB+,Left,Forearm scar,Rose,Beard,Unknown,Married,23 Main St,London,Ontario,L32A9,555-8245,Fraud,1,Under Investigation,A. Brown,20,Yes,Yes,2025-09-29,2025-09-20,,16,MG300854,Synthetic training record
C100855,S200855,Emma,,Taylor,,Female,Black,Canadian,2001-12-25,25,157,92,Brown,Brown,Medium,A-,Left,Forearm scar,None,None,Unknown,Married,731 Main St,Mississauga,Ontario,L42A6,555-4864,Fraud,4,Open,J. Carter,22,No,Yes,2024-07-30,2024-07-25,,15,MG300855,Synthetic training record
C100856,S200856,Emma,,Singh,,Female,South Asian,Canadian,1990-08-10,36,155,112,Brown,Brown,Medium,AB+,Right,Small scar,Rose,Beard,Unknown,Single,946 Main St,London,Ontario,L88A3,555-3643,Theft,4,Closed,A. Brown,8,Yes,No,2025-08-23,2025-08-19,2026-03-18,13,MG300856,Synthetic training record
C100857,S200857,Aiden,,Johnson,,Male,Black,Canadian,1988-11-20,38,183,108,Brown,Blonde,Medium,O+,Right,Small scar,Dragon,None,Unknown,Single,885 Main St,London,Ontario,L83A3,555-2030,Assault,5,Open,A. Brown,1,No,No,2024-10-21,2024-10-19,,7,MG300857,Synthetic training record
C100858,S200858,Lucas,,Martin,,Female,Middle Eastern,Canadian,1994-07-06,32,198,95,Blue,Blonde,Light,B+,Right,Forearm scar,Dragon,Mustache,Unknown,Single,422 Main St,Toronto,Ontario,L79A3,555-9657,Theft,2,Under Investigation,J. Carter,24,No,No,2025-09-25,2025-09-24,,9,MG300858,Synthetic training record
C100859,S200859,Aiden,,Taylor,,Male,South Asian,Canadian,2005-04-15,21,200,76,Green,Gray,Light,O+,Left,Small scar,Rose,None,Unknown,Single,275 Main St,Waterloo,Ontario,L96A3,555-2304,Burglary,2,Closed,J. Carter,23,Yes,Yes,2026-01-07,2026-01-02,2026-08-29,18,MG300859,Synthetic training record
C100860,S200860,Arjun,,Smith,,Male,Black,Canadian,1959-07-13,67,183,62,Blue,Black,Dark,A-,Left,None,Dragon,Beard,Unknown,Married,454 Main St,London,Ontario,L63A7,555-5931,Robbery,2,Under Investigation,A. Brown,5,No,No,2024-02-16,2024-02-14,,1,MG300860,Synthetic training record
C100861,S200861,Sophia,,Wilson,,Male,East Asian,Canadian,1990-04-03,36,165,51,Blue,Black,Light,O+,Left,Small scar,Tribal,None,Unknown,Single,505 Main St,Brampton,Ontario,L83A4,555-2484,Fraud,3,Under Investigation,A. Brown,1,Yes,Yes,2025-03-09,2025-03-02,,13,MG300861,Synthetic training record
C100862,S200862,Noah,,Patel,,Male,East Asian,Canadian,1958-12-15,68,170,79,Blue,Brown,Light,A-,Left,Forearm scar,None,Beard,Unknown,Single,834 Main St,Ottawa,Ontario,L81A3,555-2643,Vandalism,3,Open,L. Chen,24,Yes,Yes,2024-10-01,2024-09-21,,19,MG300862,Synthetic training record
C100863,S200863,Aiden,,Smith,,Female,South Asian,Canadian,2003-07-18,23,191,88,Green,Blonde,Dark,B+,Right,Small scar,Dragon,Beard,Unknown,Married,668 Main St,Mississauga,Ontario,L66A9,555-8145,Robbery,2,Closed,J. Carter,19,Yes,Yes,2025-03-13,2025-03-11,2025-10-12,9,MG300863,Synthetic training record
C100864,S200864,Liam,,Smith,,Male,Black,Canadian,1960-01-05,66,167,67,Green,Gray,Light,A+,Left,Small scar,Dragon,Mustache,Unknown,Married,769 Main St,Ottawa,Ontario,L39A0,555-2526,Theft,2,Closed,L. Chen,2,No,No,2025-05-09,2025-05-05,2025-12-06,5,MG300864,Synthetic training record
C100865,S200865,Olivia,,Martin,,Female,South Asian,Canadian,1975-04-13,51,163,94,Hazel,Brown,Dark,O+,Left,Forearm scar,Dragon,None,Unknown,Married,440 Main St,London,Ontario,L72A7,555-9131,Cybercrime,5,Closed,L. Chen,19,No,Yes,2025-07-09,2025-07-03,2025-12-01,10,MG300865,Synthetic training record
C100866,S200866,Emma,,Garcia,,Male,Black,Canadian,1995-03-03,31,189,117,Green,Gray,Medium,A+,Left,Small scar,Rose,Beard,Unknown,Married,766 Main St,Brampton,Ontario,L17A7,555-9563,Cybercrime,2,Closed,S. Patel,20,Yes,Yes,2024-01-21,2024-01-21,2024-07-07,2,MG300866,Synthetic training record
C100867,S200867,Priya,,Garcia,,Male,White,Canadian,1963-06-24,63,187,98,Hazel,Red,Light,AB+,Left,Small scar,Rose,Mustache,Unknown,Married,135 Main St,Brampton,Ontario,L72A2,555-5832,Robbery,3,Open,L. Chen,7,No,Yes,2024-02-10,2024-02-05,,14,MG300867,Synthetic training record
C100868,S200868,Noah,,Brown,,Female,Black,Canadian,2000-06-17,26,199,53,Brown,Black,Light,A-,Left,Forearm scar,Dragon,Mustache,Unknown,Married,904 Main St,Toronto,Ontario,L12A7,555-8310,Assault,5,Closed,M. Singh,16,Yes,Yes,2024-03-20,2024-03-14,2024-04-19,11,MG300868,Synthetic training record
C100869,S200869,Aiden,,Brown,,Female,White,Canadian,2001-07-08,25,181,62,Blue,Brown,Medium,AB+,Left,None,None,None,Unknown,Married,650 Main St,Hamilton,Ontario,L19A0,555-1530,Fraud,4,Closed,A. Brown,6,No,Yes,2024-07-12,2024-07-02,2024-11-23,11,MG300869,Synthetic training record
C100870,S200870,Ava,,Patel,,Female,Latino,Canadian,1992-12-06,34,164,92,Brown,Brown,Light,B+,Right,Forearm scar,Dragon,Mustache,Unknown,Married,937 Main St,Waterloo,Ontario,L21A0,555-6569,Robbery,2,Under Investigation,S. Patel,18,Yes,Yes,2025-01-14,2025-01-12,,9,MG300870,Synthetic training record
C100871,S200871,Param,,Martin,,Male,Indigenous,Canadian,1989-12-16,37,152,63,Green,Gray,Light,A-,Left,Small scar,Rose,Beard,Unknown,Married,433 Main St,Toronto,Ontario,L59A0,555-6493,Vandalism,1,Open,J. Carter,0,Yes,Yes,2024-07-09,2024-07-02,,20,MG300871,Synthetic training record
C100872,S200872,Arjun,,Smith,,Male,Black,Canadian,2007-05-23,19,179,52,Green,Blonde,Dark,B+,Right,Small scar,None,Mustache,Unknown,Married,772 Main St,Waterloo,Ontario,L64A2,555-5119,Fraud,1,Open,J. Carter,22,No,Yes,2025-05-02,2025-04-24,,18,MG300872,Synthetic training record
C100873,S200873,Noah,,Martin,,Male,East Asian,Canadian,1981-12-17,45,184,81,Green,Blonde,Light,A-,Left,Small scar,None,Mustache,Unknown,Single,139 Main St,Toronto,Ontario,L59A7,555-2410,Theft,2,Closed,S. Patel,0,No,No,2026-04-21,2026-04-21,2026-09-10,4,MG300873,Synthetic training record
C100874,S200874,Sophia,,Patel,,Female,Indigenous,Canadian,1957-08-09,69,178,64,Brown,Black,Light,B+,Left,None,Rose,None,Unknown,Single,713 Main St,Mississauga,Ontario,L53A0,555-1188,Cybercrime,3,Open,A. Brown,12,No,Yes,2025-07-06,2025-07-03,,3,MG300874,Synthetic training record
C100875,S200875,Ava,,Garcia,,Female,Latino,Canadian,2008-06-11,18,158,51,Green,Gray,Dark,O+,Right,None,Rose,None,Unknown,Married,81 Main St,Mississauga,Ontario,L82A6,555-1783,Cybercrime,4,Closed,M. Singh,9,No,Yes,2026-03-26,2026-03-23,2026-10-19,10,MG300875,Synthetic training record
C100876,S200876,Olivia,,Wilson,,Female,Indigenous,Canadian,1972-11-24,54,158,119,Blue,Gray,Dark,O+,Left,Forearm scar,None,Beard,Unknown,Single,665 Main St,London,Ontario,L91A0,555-1478,Assault,5,Open,S. Patel,19,No,No,2025-11-28,2025-11-21,,15,MG300876,Synthetic training record
C100877,S200877,Lucas,,Garcia,,Male,South Asian,Canadian,1973-04-03,53,180,118,Green,Blonde,Dark,AB+,Left,None,None,None,Unknown,Married,91 Main St,Hamilton,Ontario,L64A3,555-3281,Vandalism,3,Under Investigation,A. Brown,4,Yes,Yes,2025-05-11,2025-05-10,,16,MG300877,Synthetic training record
C100878,S200878,Amelia,,Chen,,Female,Indigenous,Canadian,1967-10-13,59,190,92,Green,Black,Light,B+,Left,None,None,Mustache,Unknown,Married,298 Main St,Ottawa,Ontario,L71A4,555-9973,Fraud,5,Closed,M. Singh,3,Yes,No,2025-03-23,2025-03-15,2025-08-15,9,MG300878,Synthetic training record
C100879,S200879,Liam,,Martin,,Female,Latino,Canadian,1981-01-05,45,163,80,Green,Gray,Light,B+,Left,Small scar,Rose,None,Unknown,Single,520 Main St,Mississauga,Ontario,L68A4,555-8288,Cybercrime,1,Under Investigation,S. Patel,25,Yes,No,2026-01-16,2026-01-14,,17,MG300879,Synthetic training record
C100880,S200880,Lucas,,Brown,,Male,East Asian,Canadian,1979-12-10,47,171,89,Green,Black,Light,A-,Right,Forearm scar,Dragon,Beard,Unknown,Single,51 Main St,London,Ontario,L99A0,555-4755,Fraud,5,Closed,A. Brown,14,No,Yes,2024-03-16,2024-03-10,2024-11-26,13,MG300880,Synthetic training record
C100881,S200881,Ava,,Brown,,Male,Black,Canadian,1959-04-22,67,196,118,Blue,Brown,Light,B+,Right,Small scar,None,None,Unknown,Married,748 Main St,Brampton,Ontario,L11A2,555-9628,Robbery,1,Open,J. Carter,2,No,Yes,2024-04-10,2024-04-01,,3,MG300881,Synthetic training record
C100882,S200882,Ava,,Smith,,Female,Indigenous,Canadian,1990-10-28,36,188,72,Green,Black,Light,A-,Right,Small scar,None,Beard,Unknown,Single,935 Main St,London,Ontario,L25A0,555-4669,Vandalism,1,Under Investigation,M. Singh,4,No,Yes,2024-05-15,2024-05-10,,8,MG300882,Synthetic training record
C100883,S200883,Noah,,Garcia,,Male,Indigenous,Canadian,1967-04-20,59,154,58,Brown,Brown,Medium,A-,Right,Forearm scar,Dragon,Beard,Unknown,Married,338 Main St,Ottawa,Ontario,L70A1,555-8941,Vandalism,1,Open,J. Carter,10,Yes,Yes,2024-01-25,2024-01-19,,4,MG300883,Synthetic training record
C100884,S200884,Emma,,Patel,,Male,South Asian,Canadian,1987-01-14,39,172,105,Blue,Gray,Light,AB+,Left,None,Tribal,Mustache,Unknown,Married,214 Main St,Waterloo,Ontario,L24A0,555-1774,Burglary,4,Under Investigation,L. Chen,10,No,Yes,2024-02-19,2024-02-17,,18,MG300884,Synthetic training record
C100885,S200885,Priya,,Patel,,Male,Middle Eastern,Canadian,1984-12-15,42,198,101,Green,Gray,Dark,B+,Right,None,None,None,Unknown,Married,280 Main St,Ottawa,Ontario,L77A0,555-5544,Theft,5,Open,L. Chen,15,Yes,No,2025-01-21,2025-01-19,,6,MG300885,Synthetic training record
C100886,S200886,Priya,,Lee,,Female,South Asian,Canadian,1956-08-25,70,177,69,Hazel,Gray,Medium,O+,Left,Forearm scar,None,Mustache,Unknown,Married,209 Main St,Ottawa,Ontario,L41A2,555-9675,Assault,2,Closed,L. Chen,6,Yes,Yes,2025-08-26,2025-08-16,2025-09-24,15,MG300886,Synthetic training record
C100887,S200887,Emma,,Martin,,Female,Latino,Canadian,1970-02-27,56,180,96,Green,Blonde,Dark,A-,Right,Forearm scar,Rose,Beard,Unknown,Married,795 Main St,Hamilton,Ontario,L35A0,555-8267,Robbery,1,Closed,J. Carter,8,Yes,No,2026-01-26,2026-01-17,2026-05-16,17,MG300887,Synthetic training record
C100888,S200888,Olivia,,Smith,,Female,Middle Eastern,Canadian,2008-05-08,18,163,104,Brown,Red,Light,O+,Right,Forearm scar,None,Beard,Unknown,Married,189 Main St,Waterloo,Ontario,L41A1,,Theft,4,Open,M. Singh,12,No,Yes,2024-07-17,2024-07-08,,14,MG300888,Synthetic training record
C100889,S200889,Mia,,Singh,,Male,Latino,Canadian,1975-10-02,51,151,80,Green,Brown,Medium,A-,Left,Forearm scar,None,Mustache,Unknown,Married,917 Main St,Toronto,Ontario,L88A7,,Fraud,5,Closed,J. Carter,19,No,No,2025-08-30,2025-08-21,2026-03-17,16,MG300889,Synthetic training record
C100890,S200890,Mia,,Johnson,,Female,White,Canadian,1995-02-07,31,192,94,Green,Gray,Dark,A-,Left,Forearm scar,Rose,Beard,Unknown,Single,498 Main St,Waterloo,Ontario,L21A1,555-5872,Cybercrime,3,Open,S. Patel,3,Yes,No,2026-04-28,2026-04-23,,17,MG300890,Synthetic training record
C100891,S200891,Mason,,Martin,,Female,East Asian,Canadian,1998-01-02,28,159,61,Brown,Blonde,Light,A-,Left,Small scar,Dragon,None,Unknown,Married,28 Main St,Hamilton,Ontario,L94A2,555-8506,Fraud,5,Under Investigation,J. Carter,14,Yes,No,2024-09-04,2024-08-31,,1,MG300891,Synthetic training record
C100892,S200892,Param,,Patel,,Female,Latino,Canadian,2007-05-25,19,157,110,Blue,Gray,Medium,A-,Right,None,None,Beard,Unknown,Single,827 Main St,Brampton,Ontario,L25A9,555-2887,Vandalism,3,Closed,J. Carter,21,Yes,No,2024-10-24,2024-10-15,2025-03-05,20,MG300892,Synthetic training record
C100893,S200893,Noah,,Chen,,Female,Black,Canadian,1987-09-22,39,197,114,Green,Red,Dark,B+,Left,None,None,Mustache,Unknown,Single,452 Main St,Ottawa,Ontario,L27A1,,Vandalism,3,Under Investigation,A. Brown,2,No,No,2024-01-18,2024-01-12,,7,MG300893,Synthetic training record
C100894,S200894,Sophia,,Lee,,Female,Latino,Canadian,1982-07-20,44,155,70,Green,Blonde,Light,O+,Right,Small scar,None,Beard,Unknown,Single,781 Main St,Toronto,Ontario,L47A2,555-9878,Robbery,1,Closed,M. Singh,17,Yes,No,2025-02-03,2025-02-02,2025-08-23,14,MG300894,Synthetic training record
C100895,S200895,Mia,,Wilson,,Female,Latino,Canadian,1981-06-02,45,178,117,Green,Blonde,Light,A-,Left,Small scar,None,None,Unknown,Single,426 Main St,Toronto,Ontario,L94A5,555-4755,Theft,3,Under Investigation,A. Brown,9,No,Yes,2025-12-02,2025-12-02,,2,MG300895,Synthetic training record
C100896,S200896,Olivia,,Wilson,,Female,South Asian,Canadian,1983-08-16,43,168,51,Brown,Gray,Light,A-,Left,None,None,None,Unknown,Married,157 Main St,Waterloo,Ontario,L35A2,555-5012,Burglary,4,Under Investigation,J. Carter,11,No,Yes,2025-06-05,2025-05-29,,1,MG300896,Synthetic training record
C100897,S200897,Emma,,Garcia,,Female,East Asian,Canadian,1972-11-09,54,164,63,Green,Gray,Light,O+,Right,Forearm scar,Tribal,None,Unknown,Married,808 Main St,Brampton,Ontario,L56A6,555-2114,Burglary,5,Under Investigation,L. Chen,17,Yes,No,2024-11-17,2024-11-09,,7,MG300897,Synthetic training record
C100898,S200898,Mia,,Patel,,Female,South Asian,Canadian,1957-11-19,69,194,110,Hazel,Black,Light,O+,Right,Small scar,None,Beard,Unknown,Married,13 Main St,Hamilton,Ontario,L76A5,555-2785,Fraud,4,Open,J. Carter,7,No,No,2025-10-20,2025-10-16,,4,MG300898,Synthetic training record
